Date,Unnamed: 0,Census Tract, Total Population,California County,ZIP,"Nearby City 
(to help approximate location only)",Longitude,Latitude,DRAFT CES 4.0 Score,DRAFT CES 4.0 Percentile,"DRAFT CES 4.0
Percentile Range",Ozone,Ozone Pctl,PM2.5,PM2.5 Pctl,Diesel PM,Diesel PM Pctl,Drinking Water,Drinking Water Pctl,Lead,Lead Pctl,Pesticides,Pesticides Pctl,Tox. Release,Tox. Release Pctl,Traffic,Traffic Pctl,Cleanup Sites,Cleanup Sites Pctl,Groundwater Threats,Groundwater Threats Pctl,Haz. Waste,Haz. Waste Pctl,Imp. Water Bodies,Imp. Water Bodies Pctl,Solid Waste,Solid Waste Pctl,Pollution Burden,Pollution Burden Score,Pollution Burden Pctl,Asthma,Asthma Pctl,Low Birth Weight,Low Birth Weight Pctl,Cardiovascular Disease,Cardiovascular Disease Pctl,Education,Education Pctl,Linguistic Isolation,Linguistic Isolation Pctl,Poverty,Poverty Pctl,Unemployment,Unemployment Pctl,Housing Burden,Housing Burden Pctl,Pop. Char. ,Pop. Char. Score,Pop. Char. Pctl
2023-08-19,5517,6013361000,5129,Contra Costa,94530,El Cerrito,-122.288182,37.9435402,16.5,30.43,30-35%,0.031,7.48,8.797606351,32.81,0.033,11.45,108.41,3.93,54.19,57.44,0.05,19.34,1385.745992,67.16,709.3564348,36.88,0.0,0.0,1.75,13.76,0.025,16.41,8.0,73.64,0.0,0.0,26.63,3.28,13.47,55.68,63.55,5.78,70.61,11.71,43.78,8.8,36.71,3.8,29.45,24.2,40.01,6.1,50.06,14.3,32.73,48.55,5.03,48.12
2023-11-16,5524,6085503108,8152,Santa Clara,95125,San Jose,-121.8737637,37.2835094,16.46,30.34,30-35%,0.039,22.66,8.43868966,21.41,0.184,59.08,289.69,18.44,39.08,35.71,0.0,0.0,64.3374672,22.81,1925.5836,85.81,9.0,60.78,14.0,57.81,0.0,0.0,3.0,34.11,0.0,0.0,32.34,3.98,25.94,29.19,23.6,5.09,54.85,8.1,14.36,6.8,28.84,6.4,44.88,19.6,30.73,8.3,71.54,21.9,68.2,39.89,4.14,35.25
2023-03-02,5526,6081601800,7169,San Mateo,94080,South San Francisco,-122.446023,37.6553283,16.46,30.32,30-35%,0.029,4.11,8.557450324,24.37,0.208,63.53,368.58,30.26,65.61,73.5,0.0,0.0,268.119339,38.26,1352.839097,73.86,0.0,0.0,44.0,88.48,0.0,0.0,1.0,13.12,0.2,8.4,32.99,4.06,27.58,61.61,70.83,3.42,14.9,12.58,51.1,13.0,50.0,11.1,65.59,14.6,19.46,1.6,2.59,12.9,25.31,39.1,4.05,34.0
2023-01-21,5532,6081600402,5039,San Mateo,94014,Daly City,-122.4529127,37.7051087,16.44,30.24,30-35%,0.028,3.29,8.425126465,20.88,0.299,76.3,99.58,0.52,83.37,92.19,0.0,0.0,324.602005,40.92,506.9452796,21.38,0.0,0.0,2.0,16.54,0.0,0.0,0.0,0.0,0.0,0.0,22.39,2.76,6.43,58.59,67.65,6.98,89.65,12.55,50.82,20.3,64.8,14.1,74.19,20.2,32.11,2.6,8.26,17.5,48.99,57.52,5.96,61.6
2023-06-28,5537,6075025403,5050,San Francisco,94110,San Francisco,-122.4205619,37.7337691,16.41,30.18,30-35%,0.028,2.17,8.588961714,25.46,1.363,99.22,257.97,13.56,75.35,84.6,0.0,0.0,450.6710104,45.04,1569.412621,79.5,0.0,0.0,2.75,19.58,0.0,0.0,0.0,0.0,0.5,20.37,31.79,3.91,24.49,37.36,37.03,5.25,58.79,6.74,6.47,12.9,49.79,7.4,50.05,15.4,21.14,9.5,79.16,14.5,33.9,40.45,4.19,36.14
2023-11-17,5539,6085503116,5869,Santa Clara,95136,San Jose,-121.8537835,37.2774532,16.39,30.15,30-35%,0.04,23.65,8.372985354,19.61,0.234,67.69,289.69,18.44,34.15,29.13,0.0,0.0,58.6902987,22.28,1394.278434,75.29,9.0,60.78,5.0,32.1,0.0,0.0,0.0,0.0,0.0,0.0,27.53,3.39,15.47,42.9,46.0,4.44,37.02,12.32,49.0,10.4,41.97,10.5,63.41,21.8,35.44,6.1,50.06,18.9,55.65,46.66,4.84,45.17
2023-05-20,5542,6085513000,9146,Santa Clara,94305,Stanford,-122.1617917,37.4288379,16.38,30.11,30-35%,0.033,9.97,8.158203114,15.68,0.382,83.71,350.97,28.67,22.73,15.07,0.0,1.72,97.19370013,26.83,813.0496146,45.18,8.1,56.4,20.95,70.46,0.785,79.22,0.0,0.0,8.0,86.86,38.43,4.73,43.09,4.93,0.05,3.04,9.7,9.64,26.58,1.2,2.58,7.3,49.69,44.2,71.91,6.3,52.65,36.6,96.66,33.4,3.46,24.91
2023-12-21,5550,6001451101,7804,Alameda ,94550,Livermore,-121.6633595,37.6396925,16.32,30.01,30-35%,0.046,48.14,7.925812052,12.64,0.019,7.08,768.14,84.09,15.55,8.03,8.8,59.96,80.51549913,24.43,1146.466266,66.23,37.0,93.72,68.55,94.45,30.225,100.0,15.0,94.83,30.95,99.68,58.06,7.15,90.22,27.91,21.62,4.16,30.2,9.96,29.65,4.1,16.82,3.0,23.92,6.6,3.2,4.9,35.13,7.7,5.36,22.02,2.28,10.18
2023-12-22,5552,6075047801,4521,San Francisco,94121,San Francisco,-122.4921143,37.7758371,16.31,29.99,25-30%,0.028,3.78,8.612147653,26.67,0.168,55.82,257.97,13.56,58.84,63.85,0.0,0.0,625.7386576,51.37,704.8227889,36.48,8.1,56.4,3.3,24.18,0.0,0.0,10.0,84.2,0.0,0.0,31.95,3.93,24.89,30.08,25.22,5.0,52.36,9.45,25.07,11.8,46.75,19.9,85.9,17.0,24.65,5.0,36.44,14.7,35.19,40.0,4.15,35.42
2023-11-14,5553,6081610602,3591,San Mateo,94025,Menlo Park,-122.1975156,37.4745161,16.31,29.97,25-30%,0.031,8.23,7.899086969,12.43,0.138,48.25,520.48,50.7,82.59,91.68,0.0,0.0,92.79176583,26.08,515.2890125,22.05,4.85,43.96,15.3,61.24,0.205,54.58,0.0,0.0,2.75,59.13,36.21,4.46,36.33,32.88,30.12,3.54,16.97,7.07,7.94,22.5,68.44,12.7,70.6,32.7,55.3,0.9,0.62,21.4,66.16,35.28,3.66,27.87
2023-04-09,5556,6001400500,3786,Alameda ,94609,Oakland,-122.2647445,37.8485167,16.3,29.94,25-30%,0.028,1.53,9.369731128,42.81,0.233,67.58,108.41,3.93,60.01,65.61,0.0,0.0,909.8636474,59.33,862.26686,48.68,3.5,36.17,44.3,88.66,0.1,41.46,0.0,0.0,0.0,0.0,35.21,4.33,33.63,86.57,88.38,3.64,19.0,11.13,38.87,1.7,4.58,1.4,10.45,21.5,34.79,4.5,29.9,15.5,39.2,36.27,3.76,29.52
2023-08-30,5562,6075025402,3284,San Francisco,94110,San Francisco,-122.412786,37.7368829,16.27,29.86,25-30%,0.028,1.85,8.588961714,25.46,1.392,99.32,257.97,13.56,65.59,73.47,0.0,0.0,463.041331,45.48,1930.376606,85.93,0.0,0.0,2.75,19.58,0.0,0.0,0.0,0.0,0.9,24.17,31.67,3.9,24.27,64.8,74.21,5.05,53.85,10.78,36.42,10.0,40.92,8.9,56.74,13.9,17.88,3.0,11.93,4.9,1.02,40.26,4.17,35.79
2023-04-20,5565,6081601603,5712,San Mateo,94015,Daly City,-122.4608392,37.6555598,16.26,29.82,25-30%,0.029,4.21,8.566986566,24.75,0.228,66.81,617.98,59.05,30.53,24.4,0.0,0.0,260.6183268,37.91,1936.684054,86.0,0.0,0.0,10.2,49.29,0.0,0.0,1.0,13.12,0.0,0.0,29.42,3.62,19.43,43.84,47.36,5.26,59.19,10.7,35.56,9.8,40.25,12.9,71.23,17.5,26.01,1.6,2.59,19.0,56.13,43.3,4.49,40.15
2023-02-05,5567,6085508508,5477,Santa Clara,94086,Sunnyvale,-122.0021282,37.3613051,16.25,29.8,25-30%,0.037,16.45,8.180802457,16.09,0.128,45.43,409.47,36.79,53.0,55.48,0.0,0.0,149.2563324,31.54,2001.076485,87.11,7.6,54.34,39.75,86.51,0.05,26.37,1.0,13.12,0.0,0.0,36.1,4.44,35.99,11.53,1.32,5.64,67.65,4.86,0.79,8.1,34.24,12.0,68.52,11.1,11.58,7.6,65.94,19.0,56.13,35.27,3.66,27.86
2023-10-13,5568,6001440334,4750,Alameda ,94587,Union City,-122.0648512,37.5937913,16.23,29.79,25-30%,0.034,12.66,8.65548356,28.19,0.278,73.93,203.34,7.21,39.31,36.13,0.0,0.0,406.9370016,43.73,2364.268853,91.19,0.45,6.77,9.7,46.63,0.03,16.52,1.0,13.12,0.0,0.0,29.95,3.69,20.61,55.39,63.24,4.69,43.55,15.03,66.54,5.5,23.28,3.7,28.68,10.6,10.4,6.2,51.22,12.3,22.19,42.46,4.4,38.99
2023-07-17,5570,6013333101,4594,Contra Costa,94521,Concord,-121.9701205,37.9649061,16.22,29.76,25-30%,0.039,22.35,8.776233438,32.18,0.205,63.02,252.41,9.97,47.32,47.48,0.0,0.0,836.0960083,57.58,912.3493918,52.5,12.0,70.69,1.7,13.6,0.0,0.0,2.0,24.15,0.0,0.0,30.99,3.81,22.58,50.13,56.84,3.6,18.17,12.08,46.59,12.7,49.24,2.6,20.87,20.8,33.25,4.5,29.9,23.8,74.22,41.02,4.25,36.99
2023-11-21,5576,6001440306,4341,Alameda ,94587,Union City,-122.0683607,37.5849858,16.17,29.68,25-30%,0.034,12.51,8.665363281,28.65,0.097,36.37,203.34,7.21,53.3,56.11,0.0,0.0,288.8276672,39.3,569.3029932,26.15,0.0,0.0,2.2,17.17,0.0,0.0,2.0,24.15,0.0,0.0,19.95,2.45,3.83,60.25,69.27,8.05,96.65,16.28,72.78,8.4,35.38,9.4,59.07,25.1,41.82,6.3,52.65,17.4,48.61,63.54,6.59,70.88
2023-12-13,5584,6075020700,5075,San Francisco,94110,San Francisco,-122.4235588,37.759168,16.14,29.58,25-30%,0.028,2.22,8.531337606,23.62,0.517,90.53,257.97,13.56,55.02,58.49,0.0,0.0,513.1233317,47.15,727.2312538,38.4,0.0,0.0,12.0,53.7,0.195,52.3,0.0,0.0,1.5,39.94,32.56,4.01,26.53,64.8,74.21,5.2,57.56,10.78,36.42,6.3,26.71,7.7,51.28,13.2,16.18,2.9,11.06,6.4,2.86,38.84,4.03,33.53
2023-03-19,5585,6097150306,4078,Sonoma ,95476,Sonoma,-122.4692305,38.3391382,16.13,29.57,25-30%,0.034,12.0,7.774779279,11.47,0.036,13.06,567.01,55.11,53.22,55.89,12.82,62.36,342.6716665,41.68,721.2743211,37.96,0.0,0.0,15.0,60.64,0.0,0.0,3.0,34.11,0.5,20.37,31.8,3.91,24.54,29.5,24.1,5.26,59.19,9.07,21.66,18.7,61.86,12.5,69.85,24.6,40.79,2.1,4.85,16.7,45.27,39.75,4.12,35.04
2023-04-04,5586,6075010500,2932,San Francisco,94111,San Francisco,-122.3990586,37.8026841,16.13,29.56,25-30%,0.028,0.96,8.726242016,30.88,1.891,99.69,257.97,13.56,17.11,9.34,0.0,0.0,669.4096781,52.97,649.2114809,32.06,4.9,44.13,11.8,53.15,1.835,87.69,10.0,84.2,0.0,0.0,37.9,4.66,41.46,50.74,57.58,5.16,56.61,6.89,7.14,2.0,5.88,5.9,42.39,25.6,42.8,4.2,25.84,10.5,14.36,33.35,3.46,24.78
2023-01-17,5595,6085512510,7352,Santa Clara,95020,Gilroy,-121.5863496,36.9775458,16.09,29.45,25-30%,0.04,23.55,6.170945937,3.8,0.062,22.66,362.28,29.49,33.42,28.36,956.42,88.86,4.57994,9.02,887.7525735,50.63,9.65,62.22,3.0,22.97,0.0,0.0,2.0,24.15,0.0,0.0,28.65,3.53,17.7,59.06,68.13,2.69,5.95,17.01,76.17,6.9,29.21,4.9,36.86,21.0,33.63,7.1,61.36,13.5,28.43,43.99,4.56,41.2
2023-09-01,5598,6041102203,5736,Marin ,94945,Novato,-122.5703276,38.1104411,16.08,29.41,25-30%,0.031,7.82,8.335533509,18.87,0.087,32.48,172.55,4.94,61.19,67.32,0.0,0.0,145.4666697,31.27,1605.41151,80.18,13.0,73.39,11.7,52.78,0.0,0.0,1.0,13.12,0.0,0.0,29.52,3.63,19.73,38.64,39.08,3.94,25.21,9.55,25.74,19.7,63.78,6.5,45.32,32.6,55.14,5.2,39.12,23.5,73.27,42.67,4.42,39.32
2023-09-13,5602,6075011901,2674,San Francisco,94108,San Francisco,-122.4139142,37.7904728,16.06,29.36,25-30%,0.028,1.38,8.660772738,28.53,0.82,96.96,257.97,13.56,41.62,39.47,0.0,0.0,621.5809835,51.25,671.717428,33.89,2.45,30.08,11.75,53.03,0.46,65.83,10.0,84.2,0.0,0.0,37.63,4.63,40.49,34.53,32.6,7.14,91.28,6.66,6.16,1.2,2.58,1.4,10.45,11.3,12.05,6.2,51.22,16.0,41.51,33.45,3.47,25.01
2023-04-30,5603,6055202000,5285,Napa ,94515,Calistoga,-122.5826961,38.5814083,16.06,29.34,25-30%,0.036,14.79,7.099378387,7.24,0.092,34.46,846.28,91.66,50.64,52.17,11.17,61.5,0.006366367,1.08,336.3242999,10.15,0.0,0.0,0.0,0.0,0.1,41.46,3.0,34.11,0.0,0.0,27.79,3.42,15.86,36.71,36.09,4.64,42.2,11.63,43.28,16.3,57.31,11.9,68.17,29.8,50.5,,,12.7,24.16,45.28,4.69,43.2
2023-07-31,5607,6013335000,3429,Contra Costa,94518,Concord,-122.0202412,37.9690383,16.03,29.29,25-30%,0.038,19.63,8.824183307,33.4,0.135,47.12,252.41,9.97,77.92,87.37,0.0,0.0,1102.225667,63.11,905.6338481,51.93,22.0,85.92,9.25,45.72,0.0,0.0,1.0,13.12,0.0,0.0,35.69,4.39,34.85,33.42,31.01,4.25,32.47,8.76,19.07,7.4,31.25,10.9,64.83,21.3,34.26,3.5,17.35,21.5,66.72,35.2,3.65,27.76
2023-01-03,5608,6013324002,5305,Contra Costa,94523,Pleasant Hill,-122.0606042,37.9515418,16.02,29.28,25-30%,0.037,16.98,8.894848609,35.12,0.444,87.18,252.41,9.97,36.66,32.44,0.67,38.65,976.3320108,60.64,2681.622683,93.98,4.5,42.96,53.75,91.4,0.025,16.41,2.0,24.15,0.0,0.0,42.91,5.28,56.1,33.69,31.41,4.37,35.23,11.02,37.99,2.4,7.63,4.4,33.76,15.8,21.83,3.7,19.73,14.7,35.19,29.25,3.03,18.85
2023-06-15,5609,6085508601,3860,Santa Clara,94086,Sunnyvale,-122.0409973,37.375919,16.02,29.27,25-30%,0.036,14.76,8.060364401,14.26,0.309,77.44,386.55,31.92,55.76,59.64,0.0,0.0,115.9396668,28.79,1073.976625,62.58,11.2,66.49,33.25,82.97,0.345,63.0,0.0,0.0,0.0,0.0,38.28,4.71,42.59,19.8,9.06,6.21,79.19,8.35,15.93,7.4,31.25,9.6,59.82,11.0,11.34,3.4,16.1,14.8,35.73,32.79,3.4,23.98
2023-11-24,5611,6001428400,4653,Alameda ,94501,Alameda,-122.2563814,37.756593,16.01,29.24,25-30%,0.028,0.93,9.159193086,40.06,0.217,65.08,108.41,3.93,66.77,74.95,0.0,0.0,548.0993449,48.31,399.4979876,14.11,0.35,5.13,16.95,64.05,0.1,41.46,11.0,87.97,0.0,0.0,33.85,4.17,29.91,64.7,74.0,3.06,9.85,12.67,51.82,8.8,36.71,5.5,40.21,15.2,20.77,3.2,14.05,14.3,32.73,37.06,3.84,30.78
2023-09-07,5612,6075033100,3861,San Francisco,94132,San Francisco,-122.4872238,37.7321973,16.01,29.23,25-30%,0.028,3.67,8.585059798,25.31,0.267,72.62,257.97,13.56,64.91,72.52,0.0,0.0,421.505661,44.12,1226.047746,69.63,0.25,4.82,2.0,16.54,0.0,0.0,2.0,24.15,0.0,0.0,28.15,3.47,16.7,38.07,38.12,6.82,87.97,9.89,28.98,3.9,15.74,11.6,67.21,11.2,11.78,5.2,39.12,18.4,53.3,44.56,4.62,42.11
2023-07-23,5613,6085503511,3720,Santa Clara,95148,San Jose,-121.8140638,37.3426023,16.0,29.22,25-30%,0.04,24.58,8.685259578,29.27,0.251,70.19,289.69,18.44,41.41,39.18,0.0,0.0,70.08386613,23.44,1417.901914,75.94,0.0,0.0,1.5,13.28,0.0,0.0,1.0,13.12,0.0,0.0,25.18,3.1,10.77,30.93,26.63,6.97,89.49,8.03,13.91,22.3,68.12,12.1,68.81,21.2,33.96,7.6,65.94,16.5,44.3,49.78,5.16,49.94
2023-08-27,5615,6075047702,3877,San Francisco,94121,San Francisco,-122.4837889,37.7744602,15.99,29.19,25-30%,0.028,3.55,8.609322177,26.5,0.198,61.68,257.97,13.56,63.27,70.31,0.0,0.0,614.0996602,50.95,1341.396245,73.55,1.75,24.83,0.2,1.53,0.05,26.37,10.0,84.2,0.0,0.0,34.14,4.2,30.91,30.08,25.22,4.41,36.14,9.45,25.07,12.2,47.85,14.8,75.84,24.1,39.85,4.5,29.9,13.7,29.45,36.7,3.8,30.24
2023-05-02,5617,6001451201,7557,Alameda ,94551,Livermore,-121.7418149,37.7129066,15.98,29.17,25-30%,0.044,37.76,8.602877714,26.21,0.303,76.84,469.92,45.56,30.12,23.99,0.0,7.66,154.822436,31.83,2312.508812,90.74,1.75,24.83,2.8,19.78,0.175,51.89,2.0,24.15,0.0,0.0,36.43,4.48,36.94,30.08,25.22,5.39,61.95,10.76,36.17,4.4,18.16,4.5,34.49,18.2,27.6,2.2,5.53,18.2,52.42,34.38,3.56,26.46
2023-10-10,5618,6085505304,3273,Santa Clara,95051,Santa Clara,-121.9814202,37.3595225,15.98,29.16,25-30%,0.037,17.09,8.316306738,18.53,0.183,58.71,428.22,39.53,59.85,65.27,0.0,0.0,130.2683334,30.24,819.1738326,45.58,5.65,47.1,23.7,73.82,0.01,8.74,2.0,24.15,0.0,0.0,33.17,4.08,28.06,26.51,19.29,8.37,97.73,9.88,28.83,8.8,36.71,9.5,59.45,8.5,6.33,3.7,19.73,9.9,12.16,37.75,3.91,32.17
2023-05-18,5621,6001450745,6286,Alameda ,94588,Pleasanton,-121.8526518,37.6824862,15.96,29.12,25-30%,0.041,29.53,8.458343276,21.75,0.05,17.91,533.92,51.79,2.73,0.43,0.0,0.0,136.5625687,30.58,1102.75072,64.15,0.0,0.0,25.0,75.62,0.075,30.23,5.0,52.0,7.0,83.46,34.1,4.2,30.78,28.52,22.73,7.07,90.6,10.25,31.97,4.0,16.25,8.7,55.87,3.9,0.63,4.8,33.92,11.3,17.91,36.67,3.8,30.18
2023-05-21,5626,6001422700,5053,Alameda ,94704,Berkeley,-122.2495401,37.8679125,15.94,29.05,25-30%,0.029,4.95,9.032993512,38.07,0.092,34.49,108.41,3.93,50.71,52.26,0.0,0.0,917.7103271,59.51,20.92008492,0.03,2.65,31.14,24.3,74.67,0.785,79.22,1.0,13.12,0.0,0.0,29.31,3.61,19.18,12.01,1.55,6.0,75.12,7.49,10.12,0.9,1.62,0.9,5.81,68.4,95.5,9.6,79.69,41.7,98.79,42.61,4.42,39.23
2023-03-14,5627,6055201602,3395,Napa ,94574,Saint Helena,-122.4787754,38.5082184,15.94,29.04,25-30%,0.036,15.37,7.830417466,11.91,0.095,35.47,693.22,68.25,40.13,37.19,36.7,70.45,0.8625437,5.92,640.8210336,31.48,16.0,79.15,15.0,60.64,0.0,0.0,3.0,34.11,1.0,33.24,36.81,4.53,38.11,25.75,17.82,5.1,55.07,9.92,29.3,8.2,34.69,7.4,50.05,24.3,40.16,3.2,14.05,13.8,29.98,33.92,3.52,25.7
2023-01-21,5631,6075025600,5403,San Francisco,94134,San Francisco,-122.4224279,37.7287139,15.92,28.99,25-30%,0.028,2.25,8.631993446,27.52,0.76,96.27,257.97,13.56,68.86,77.64,0.0,0.0,440.0279948,44.74,1124.629614,65.29,0.0,0.0,2.3,17.76,0.0,0.0,0.0,0.0,0.1,1.98,28.59,3.52,17.59,49.17,55.56,4.41,36.14,8.47,16.94,22.1,67.78,18.4,83.68,17.7,26.43,6.0,48.56,13.6,28.97,43.65,4.53,40.82
2023-12-29,5633,6055200504,6470,Napa ,94558,Napa,-122.2915765,38.3170915,15.91,28.97,25-30%,0.036,15.82,10.47915324,52.32,0.079,29.6,446.09,42.5,44.32,43.04,0.95,41.58,634.7560018,51.74,685.6954212,34.99,0.0,0.0,18.75,67.29,0.05,26.37,3.0,34.11,0.0,0.0,34.48,4.24,31.89,37.4,37.1,3.33,13.5,10.23,31.75,17.8,60.1,9.2,58.05,22.6,37.04,5.0,36.44,14.3,32.73,36.16,3.75,29.32
2023-10-11,5634,6095252103,5607,Solano ,94591,Vallejo,-122.1916422,38.1048794,15.91,28.95,25-30%,0.035,13.53,8.94456898,36.08,0.154,52.11,297.4,19.21,24.32,16.86,0.0,0.0,1488.430033,68.25,426.1541469,15.8,0.2,3.12,5.0,32.1,0.0,0.0,1.0,13.12,0.0,0.0,21.71,2.67,5.61,83.11,87.06,6.05,76.12,13.1,54.71,9.4,38.75,7.6,50.92,19.5,30.54,4.3,27.44,20.7,63.33,57.41,5.95,61.4
2023-10-30,5637,6085504321,5486,Santa Clara,95132,San Jose,-121.8652078,37.3930724,15.89,28.92,25-30%,0.039,21.36,8.580361767,25.14,0.395,84.57,289.69,18.44,43.92,42.36,0.0,0.0,115.5566305,28.74,1821.41936,84.24,0.0,0.0,15.0,60.64,0.0,0.0,0.0,0.0,0.0,0.0,29.45,3.62,19.53,25.79,17.96,6.01,75.33,9.05,21.52,12.0,47.38,17.5,82.2,16.2,22.91,4.7,32.61,16.9,46.27,42.27,4.38,38.75
2023-03-27,5645,6095252108,3115,Solano ,94510,Benicia,-122.1630224,38.0608147,15.84,28.81,25-30%,0.035,13.8,8.933484657,35.83,0.223,66.01,185.33,5.56,39.62,36.53,0.0,0.0,1933.23995,72.74,604.8656947,28.79,5.5,46.81,0.5,4.99,0.1,41.46,9.0,78.41,0.0,0.0,33.05,4.07,27.68,58.44,67.25,4.0,26.64,13.18,55.21,6.4,27.19,2.8,22.13,20.0,31.66,2.3,6.24,15.6,39.75,37.55,3.89,31.75
2023-11-11,5647,6001427100,3768,Alameda ,94501,Alameda,-122.2309908,37.765116,15.82,28.79,25-30%,0.028,2.56,9.146242398,39.94,0.27,73.04,108.41,3.93,62.51,69.1,0.0,0.0,564.2153524,48.8,584.7755807,27.13,14.1,75.74,176.1,98.95,0.135,48.0,15.0,94.83,1.2,34.69,45.52,5.6,63.42,64.7,74.0,1.96,1.82,12.67,51.82,3.7,14.61,1.8,13.56,8.6,6.48,3.3,15.05,9.3,9.88,27.23,2.82,16.34
2023-06-14,5648,6097153401,6374,Sonoma ,95472,Sebastopol,-122.842325,38.4129715,15.82,28.78,25-30%,0.03,6.8,6.53571391,5.09,0.088,32.72,793.14,86.78,45.46,44.72,144.99,79.12,0.00288095,0.61,690.1900535,35.23,0.0,0.0,44.2,88.58,0.0,0.0,6.0,59.92,4.0,69.33,38.78,4.77,44.31,33.48,31.09,3.74,20.89,8.95,20.6,3.7,14.61,1.2,8.54,26.2,43.87,9.2,77.45,18.6,54.21,31.96,3.31,22.82
2023-09-29,5649,6075047802,3783,San Francisco,94121,San Francisco,-122.497393,37.779204,15.82,28.76,25-30%,0.028,3.87,8.612147653,26.67,0.155,52.48,257.97,13.56,62.92,69.79,0.0,0.0,639.4503377,51.89,501.8355428,21.01,9.75,62.6,7.75,41.69,0.0,0.0,10.0,84.2,0.0,0.0,32.51,4.0,26.38,30.08,25.22,4.74,45.06,9.45,25.07,9.8,40.25,14.8,75.84,23.7,39.1,1.1,0.99,21.4,66.16,38.13,3.95,32.62
2023-07-10,5654,6095252202,10522,Solano ,94534,Fairfield,-122.1486859,38.1649825,15.79,28.7,25-30%,0.037,16.58,8.671408941,28.79,0.075,28.11,662.06,63.42,20.79,12.91,7.8,58.67,1845.302307,71.9,1629.217312,80.74,0.0,0.0,4.0,27.76,0.0,0.0,6.0,59.92,2.5,58.24,39.82,4.9,47.34,48.83,54.94,4.47,37.88,8.79,19.48,5.5,23.28,4.3,33.01,11.7,12.93,5.9,47.45,8.3,6.86,31.07,3.22,21.61
2023-04-13,5655,6001440304,5163,Alameda ,94587,Union City,-122.0766119,37.586873,15.79,28.69,25-30%,0.034,12.05,8.659828459,28.36,0.126,44.7,203.34,7.21,40.96,38.53,0.0,0.0,381.5283305,43.0,442.962789,16.86,0.2,3.12,5.9,34.92,0.01,8.74,1.0,13.12,1.5,39.94,22.55,2.78,6.72,60.25,69.27,6.72,86.81,16.28,72.78,14.2,53.01,11.4,66.59,18.0,27.01,3.2,14.05,8.2,6.56,54.87,5.69,57.65
2023-09-10,5663,6001440335,6772,Alameda ,94587,Union City,-122.0122841,37.5913508,15.74,28.59,25-30%,0.036,15.42,8.505615335,22.95,0.222,65.79,314.51,23.78,18.1,10.26,0.83,40.51,226.6446635,35.87,776.494761,42.49,26.1,89.15,45.7,89.18,0.0,0.0,1.0,13.12,2.0,51.98,37.65,4.63,40.55,44.18,47.83,5.04,53.46,12.04,46.32,5.0,21.08,7.0,48.14,6.5,2.95,2.3,6.24,6.6,3.21,32.77,3.4,23.92
2023-09-05,5672,6095253203,4131,Solano ,95688,Vacaville,-121.9967931,38.3622036,15.7,28.47,25-30%,0.042,31.36,7.838933264,11.97,0.036,12.86,456.42,43.5,55.54,59.24,0.13,25.86,385.455663,43.17,326.3244953,9.68,1.25,20.85,0.75,6.99,0.0,0.0,4.0,44.59,0.0,0.0,24.63,3.03,9.68,88.32,89.18,2.24,3.03,15.81,70.6,10.4,41.97,1.5,11.19,29.9,50.65,9.1,76.83,17.1,47.39,49.94,5.18,50.18
2023-06-17,5673,6001421900,4020,Alameda ,94702,Berkeley,-122.2896443,37.8794799,15.7,28.46,25-30%,0.029,4.49,9.084806909,39.05,0.24,68.61,108.41,3.93,66.58,74.69,0.0,0.0,1363.110351,66.9,556.97488,25.26,2.15,28.09,62.15,93.49,0.5,70.25,12.0,90.16,0.0,0.0,42.38,5.22,54.59,53.67,61.02,3.11,10.41,9.25,23.19,2.7,9.17,4.6,35.12,16.2,22.91,7.0,60.24,7.6,5.11,29.02,3.01,18.58
2023-03-25,5705,6097151308,4753,Sonoma ,94928,Rohnert Park,-122.6998452,38.3562901,15.53,28.06,25-30%,0.031,8.13,7.608067414,10.3,0.102,38.0,621.83,59.31,34.67,29.79,0.22,29.33,0.0036387,0.75,1150.846509,66.45,0.0,0.0,31.3,81.27,0.1,41.46,4.0,44.59,0.0,0.0,31.33,3.86,23.34,38.41,38.68,4.6,41.15,11.72,43.87,14.2,53.01,0.0,0.0,30.5,51.77,1.4,1.79,24.3,75.83,38.86,4.03,33.58
2023-09-09,5706,6013302010,11803,Contra Costa,94561,Oakley,-121.7305372,37.9836864,15.53,28.05,25-30%,0.043,33.37,8.698673187,29.79,0.042,14.92,389.79,33.11,15.53,8.02,5.37,55.34,214.226565,35.24,520.0928574,22.53,6.65,50.47,2.5,18.91,0.025,16.41,16.0,96.08,0.0,0.0,31.48,3.88,23.81,76.81,83.21,4.04,27.6,19.33,85.38,8.1,34.24,1.7,12.7,6.8,3.56,1.8,3.31,7.9,5.79,38.66,4.01,33.38
2023-10-14,5707,6013319000,8545,Contra Costa,94553,Martinez,-122.1215423,38.0042221,15.53,28.03,25-30%,0.035,14.37,8.784887993,32.43,0.223,65.9,168.66,4.75,61.42,67.61,0.0,0.0,4206.819906,89.33,325.6816069,9.63,0.5,8.76,27.05,77.64,0.6,75.01,0.0,0.0,0.0,0.0,34.43,4.24,31.66,58.45,67.32,3.68,19.78,12.3,48.92,6.2,26.26,0.7,4.09,9.1,7.36,6.2,51.22,15.2,37.76,35.34,3.66,27.93
